Glyph Name, Unicode, Character, Description, Glyph Set, Optional,Exclude
igravedbl,521,ȉ,LATIN SMALL LETTER I WITH DOUBLE GRAVE,GF-latin-plus,FALSE,FALSE
igrave,236,ì,LATIN SMALL LETTER I WITH GRAVE,GF-latin-core,FALSE,FALSE
ihoi,7881,ỉ,LATIN SMALL LETTER I WITH HOOK ABOVE,GF-latin-plus,FALSE,FALSE
iinvertedbreve,523,ȋ,LATIN SMALL LETTER I WITH INVERTED BREVE,GF-latin-plus,FALSE,FALSE
imacron,299,ī,LATIN SMALL LETTER I WITH MACRON,GF-latin-plus,FALSE,FALSE
iogonek,303,į,LATIN SMALL LETTER I WITH OGONEK,GF-latin-plus,FALSE,FALSE
itilde,297,ĩ,LATIN SMALL LETTER I WITH TILDE,GF-latin-plus,FALSE,FALSE
dotlessj,567,ȷ,LATIN SMALL LETTER DOTLESS J,GF-latin-plus,FALSE,FALSE
jcircumflex,309,ĵ,LATIN SMALL LETTER J WITH CIRCUMFLEX,GF-latin-plus,FALSE,FALSE
kcedilla,311,ķ,LATIN SMALL LETTER K WITH CEDILLA,GF-latin-plus,FALSE,FALSE
kra,312,ĸ,LATIN SMALL LETTER KRA,GF-latin-plus,FALSE,FALSE
lacute,314,ĺ,LATIN SMALL LETTER L WITH ACUTE,GF-latin-plus,FALSE,FALSE
lcaron,318,ľ,LATIN SMALL LETTER L WITH CARON,GF-latin-plus,FALSE,FALSE
lcedilla,316,ļ,LATIN SMALL LETTER L WITH CEDILLA,GF-latin-plus,FALSE,FALSE
ldotbelow,7735,ḷ,LATIN SMALL LETTER L WITH DOT BELOW,GF-latin-pro,FALSE,FALSE
llinebelow,7739,ḻ,LATIN SMALL LETTER L WITH LINE BELOW,GF-latin-pro,FALSE,FALSE
ldot,320,ŀ,LATIN SMALL LETTER L WITH MIDDLE DOT,GF-latin-plus,FALSE,FALSE
lslash,322,ł,LATIN SMALL LETTER L WITH STROKE,GF-latin-plus,FALSE,FALSE
mdotbelow,7747,ṃ,LATIN SMALL LETTER M WITH DOT BELOW,GF-latin-pro,FALSE,FALSE
nacute,324,ń,LATIN SMALL LETTER N WITH ACUTE,GF-latin-plus,FALSE,FALSE
ncaron,328,ň,LATIN SMALL LETTER N WITH CARON,GF-latin-plus,FALSE,FALSE
ncedilla,326,ņ,LATIN SMALL LETTER N WITH CEDILLA,GF-latin-plus,FALSE,FALSE
ndot,7749,ṅ,LATIN SMALL LETTER N WITH DOT ABOVE,GF-latin-pro,FALSE,FALSE
ndotbelow,7751,ṇ,LATIN SMALL LETTER N WITH DOT BELOW,GF-latin-pro,FALSE,FALSE
nlinebelow,7753,ṉ,LATIN SMALL LETTER N WITH LINE BELOW,GF-latin-pro,FALSE,FALSE
ntilde,241,ñ,LATIN SMALL LETTER N WITH TILDE,GF-latin-core,FALSE,FALSE
eng,331,ŋ,LATIN SMALL LETTER ENG,GF-latin-plus,FALSE,FALSE
oacute,243,ó,LATIN SMALL LETTER O WITH ACUTE,GF-latin-core,FALSE,FALSE
obreve,335,ŏ,LATIN SMALL LETTER O WITH BREVE,GF-latin-plus,FALSE,FALSE
ocircumflex,244,ô,LATIN SMALL LETTER O WITH CIRCUMFLEX,GF-latin-core,FALSE,FALSE
ocircumflexacute,7889,ố,LATIN SMALL LETTER O WITH CIRCUMFLEX AND ACUTE,GF-latin-plus,FALSE,FALSE
ocircumflexdotbelow,7897,ộ,LATIN SMALL LETTER O WITH CIRCUMFLEX AND DOT BELOW,GF-latin-plus,FALSE,FALSE
ocircumflexgrave,7891,ồ,LATIN SMALL LETTER O WITH CIRCUMFLEX AND GRAVE,GF-latin-plus,FALSE,FALSE
ocircumflexhoi,7893,ổ,LATIN SMALL LETTER O WITH CIRCUMFLEX AND HOOK ABOVE,GF-latin-plus,FALSE,FALSE
ocircumflextilde,7895,ỗ,LATIN SMALL LETTER O WITH CIRCUMFLEX AND TILDE,GF-latin-plus,FALSE,FALSE
odieresis,246,ö,LATIN SMALL LETTER O WITH DIAERESIS,GF-latin-core,FALSE,FALSE
odieresismacron,555,ȫ,LATIN SMALL LETTER O WITH DIAERESIS AND MACRON,GF-latin-plus,FALSE,FALSE
odotmacron,561,ȱ,LATIN SMALL LETTER O WITH DOT ABOVE AND MACRON,GF-latin-plus,FALSE,FALSE
odotbelow,7885,ọ,LATIN SMALL LETTER O WITH DOT BELOW,GF-latin-plus,FALSE,FALSE
ohungarumlaut,337,ő,LATIN SMALL LETTER O WITH DOUBLE ACUTE,GF-latin-plus,FALSE,FALSE
ogravedbl,525,ȍ,LATIN SMALL LETTER O WITH DOUBLE GRAVE,GF-latin-plus,FALSE,FALSE
ograve,242,ò,LATIN SMALL LETTER O WITH GRAVE,GF-latin-core,FALSE,FALSE
ohoi,7887,ỏ,LATIN SMALL LETTER O WITH HOOK ABOVE,GF-latin-plus,FALSE,FALSE
ohorn,417,ơ,LATIN SMALL LETTER O WITH HORN,GF-latin-plus,FALSE,FALSE
ohornacute,7899,ớ,LATIN SMALL LETTER O WITH HORN AND ACUTE,GF-latin-plus,FALSE,FALSE
ohorndotbelow,7907,ợ,LATIN SMALL LETTER O WITH HORN AND DOT BELOW,GF-latin-plus,FALSE,FALSE
ohorngrave,7901,ờ,LATIN SMALL LETTER O WITH HORN AND GRAVE,GF-latin-plus,FALSE,FALSE
ohornhoi,7903,ở,LATIN SMALL LETTER O WITH HORN AND HOOK ABOVE,GF-latin-plus,FALSE,FALSE
ohorntilde,7905,ỡ,LATIN SMALL LETTER O WITH HORN AND TILDE,GF-latin-plus,FALSE,FALSE
oinvertedbreve,527,ȏ,LATIN SMALL LETTER O WITH INVERTED BREVE,GF-latin-plus,FALSE,FALSE
omacron,333,ō,LATIN SMALL LETTER O WITH MACRON,GF-latin-plus,FALSE,FALSE
omacronacute,7763,ṓ,LATIN SMALL LETTER O WITH MACRON AND ACUTE,GF-latin-pro,FALSE,FALSE
omacrongrave,7761,ṑ,LATIN SMALL LETTER O WITH MACRON AND GRAVE,GF-latin-pro,FALSE,FALSE
oogonek,491,ǫ,LATIN SMALL LETTER O WITH OGONEK,GF-latin-plus,FALSE,FALSE
oslash,248,ø,LATIN SMALL LETTER O WITH STROKE,GF-latin-core,FALSE,FALSE
oslashacute,511,ǿ,LATIN SMALL LETTER O WITH STROKE AND ACUTE,GF-latin-plus,FALSE,FALSE
otilde,245,õ,LATIN SMALL LETTER O WITH TILDE,GF-latin-core,FALSE,FALSE
otildeacute,7757,ṍ,LATIN SMALL LETTER O WITH TILDE AND ACUTE,GF-latin-pro,FALSE,FALSE
otildedieresis,7759,ṏ,LATIN SMALL LETTER O WITH TILDE AND DIAERESIS,GF-latin-pro,FALSE,FALSE
otildemacron,557,ȭ,LATIN SMALL LETTER O WITH TILDE AND MACRON,GF-latin-plus,FALSE,FALSE
oe,339,œ,LATIN SMALL LIGATURE OE,GF-latin-core,FALSE,FALSE
racute,341,ŕ,LATIN SMALL LETTER R WITH ACUTE,GF-latin-plus,FALSE,FALSE
rcaron,345,ř,LATIN SMALL LETTER R WITH CARON,GF-latin-plus,FALSE,FALSE
rcedilla,343,ŗ,LATIN SMALL LETTER R WITH CEDILLA,GF-latin-plus,FALSE,FALSE
rdotbelow,7771,ṛ,LATIN SMALL LETTER R WITH DOT BELOW,GF-latin-pro,FALSE,FALSE
rgravedbl,529,ȑ,LATIN SMALL LETTER R WITH DOUBLE GRAVE,GF-latin-plus,FALSE,FALSE
rinvertedbreve,531,ȓ,LATIN SMALL LETTER R WITH INVERTED BREVE,GF-latin-plus,FALSE,FALSE
rlinebelow,7775,ṟ,LATIN SMALL LETTER R WITH LINE BELOW,GF-latin-pro,FALSE,FALSE
sacute,347,ś,LATIN SMALL LETTER S WITH ACUTE,GF-latin-plus,FALSE,FALSE
sacutedotaccent,7781,ṥ,LATIN SMALL LETTER S WITH ACUTE AND DOT ABOVE,GF-latin-pro,FALSE,FALSE
scaron,353,š,LATIN SMALL LETTER S WITH CARON,GF-latin-plus,FALSE,FALSE
scarondot,7783,ṧ,LATIN SMALL LETTER S WITH CARON AND DOT ABOVE,GF-latin-pro,FALSE,FALSE
scedilla,351,ş,LATIN SMALL LETTER S WITH CEDILLA,GF-latin-plus,FALSE,FALSE
scircumflex,349,ŝ,LATIN SMALL LETTER S WITH CIRCUMFLEX,GF-latin-plus,FALSE,FALSE
scommaaccent,537,ș,LATIN SMALL LETTER S WITH COMMA BELOW,GF-latin-plus,FALSE,FALSE
sdot,7777,ṡ,LATIN SMALL LETTER S WITH DOT ABOVE,GF-latin-pro,FALSE,FALSE
sdotbelow,7779,ṣ,LATIN SMALL LETTER S WITH DOT BELOW,GF-latin-pro,FALSE,FALSE
sdotbelowdotabove,7785,ṩ,LATIN SMALL LETTER S WITH DOT BELOW AND DOT ABOVE,GF-latin-pro,FALSE,FALSE
germandbls,223,ß,LATIN SMALL LETTER SHARP S,GF-latin-core,FALSE,FALSE
schwa,601,ə,LATIN SMALL LETTER SCHWA,GF-latin-plus,FALSE,FALSE
tcaron,357,ť,LATIN SMALL LETTER T WITH CARON,GF-latin-plus,FALSE,FALSE
tcedilla,355,ţ,LATIN SMALL LETTER T WITH CEDILLA,GF-latin-plus,FALSE,FALSE
tcommaaccent,539,ț,LATIN SMALL LETTER T WITH COMMA BELOW,GF-latin-plus,FALSE,FALSE
tdieresis,7831,ẗ,LATIN SMALL LETTER T WITH DIAERESIS,GF-latin-pro,FALSE,FALSE
tdotbelow,7789,ṭ,LATIN SMALL LETTER T WITH DOT BELOW,GF-latin-pro,FALSE,FALSE
tlinebelow,7791,ṯ,LATIN SMALL LETTER T WITH LINE BELOW,GF-latin-pro,FALSE,FALSE
tbar,359,ŧ,LATIN SMALL LETTER T WITH STROKE,GF-latin-plus,FALSE,FALSE
thorn,254,þ,LATIN SMALL LETTER THORN,GF-latin-core,FALSE,FALSE
uacute,250,ú,LATIN SMALL LETTER U WITH ACUTE,GF-latin-core,FALSE,FALSE
ubreve,365,ŭ,LATIN SMALL LETTER U WITH BREVE,GF-latin-plus,FALSE,FALSE
ucircumflex,251,û,LATIN SMALL LETTER U WITH CIRCUMFLEX,GF-latin-core,FALSE,FALSE
udieresis,252,ü,LATIN SMALL LETTER U WITH DIAERESIS,GF-latin-core,FALSE,FALSE
udotbelow,7909,ụ,LATIN SMALL LETTER U WITH DOT BELOW,GF-latin-plus,FALSE,FALSE
uhungarumlaut,369,ű,LATIN SMALL LETTER U WITH DOUBLE ACUTE,GF-latin-plus,FALSE,FALSE
ugravedbl,533,ȕ,LATIN SMALL LETTER U WITH DOUBLE GRAVE,GF-latin-plus,FALSE,FALSE
ugrave,249,ù,LATIN SMALL LETTER U WITH GRAVE,GF-latin-core,FALSE,FALSE
uhoi,7911,ủ,LATIN SMALL LETTER U WITH HOOK ABOVE,GF-latin-plus,FALSE,FALSE
uhorn,432,ư,LATIN SMALL LETTER U WITH HORN,GF-latin-plus,FALSE,FALSE
uhornacute,7913,ứ,LATIN SMALL LETTER U WITH HORN AND ACUTE,GF-latin-plus,FALSE,FALSE
uhorndotbelow,7921,ự,LATIN SMALL LETTER U WITH HORN AND DOT BELOW,GF-latin-plus,FALSE,FALSE
uhorngrave,7915,ừ,LATIN SMALL LETTER U WITH HORN AND GRAVE,GF-latin-plus,FALSE,FALSE
uhornhoi,7917,ử,LATIN SMALL LETTER U WITH HORN AND HOOK ABOVE,GF-latin-plus,FALSE,FALSE
uhorntilde,7919,ữ,LATIN SMALL LETTER U WITH HORN AND TILDE,GF-latin-plus,FALSE,FALSE
uinvertedbreve,535,ȗ,LATIN SMALL LETTER U WITH INVERTED BREVE,GF-latin-plus,FALSE,FALSE
umacron,363,ū,LATIN SMALL LETTER U WITH MACRON,GF-latin-plus,FALSE,FALSE
umacrondieresis,7803,ṻ,LATIN SMALL LETTER U WITH MACRON AND DIAERESIS,GF-latin-pro,FALSE,FALSE
uogonek,371,ų,LATIN SMALL LETTER U WITH OGONEK,GF-latin-plus,FALSE,FALSE
uring,367,ů,LATIN SMALL LETTER U WITH RING ABOVE,GF-latin-plus,FALSE,FALSE
utilde,361,ũ,LATIN SMALL LETTER U WITH TILDE,GF-latin-plus,FALSE,FALSE
utildeacute,7801,ṹ,LATIN SMALL LETTER U WITH TILDE AND ACUTE,GF-latin-pro,FALSE,FALSE
wacute,7811,ẃ,LATIN SMALL LETTER W WITH ACUTE,GF-latin-plus,FALSE,FALSE
wcircumflex,373,ŵ,LATIN SMALL LETTER W WITH CIRCUMFLEX,GF-latin-plus,FALSE,FALSE
wdieresis,7813,ẅ,LATIN SMALL LETTER W WITH DIAERESIS,GF-latin-plus,FALSE,FALSE
wgrave,7809,ẁ,LATIN SMALL LETTER W WITH GRAVE,GF-latin-plus,FALSE,FALSE
yacute,253,ý,LATIN SMALL LETTER Y WITH ACUTE,GF-latin-core,FALSE,FALSE
ycircumflex,375,ŷ,LATIN SMALL LETTER Y WITH CIRCUMFLEX,GF-latin-plus,FALSE,FALSE
ydieresis,255,ÿ,LATIN SMALL LETTER Y WITH DIAERESIS,GF-latin-core,FALSE,FALSE
ydot,7823,ẏ,LATIN SMALL LETTER Y WITH DOT ABOVE,GF-latin-pro,FALSE,FALSE
ydotbelow,7925,ỵ,LATIN SMALL LETTER Y WITH DOT BELOW,GF-latin-plus,FALSE,FALSE
ygrave,7923,ỳ,LATIN SMALL LETTER Y WITH GRAVE,GF-latin-plus,FALSE,FALSE
yhoi,7927,ỷ,LATIN SMALL LETTER Y WITH HOOK ABOVE,GF-latin-plus,FALSE,FALSE
ymacron,563,ȳ,LATIN SMALL LETTER Y WITH MACRON,GF-latin-plus,FALSE,FALSE
ytilde,7929,ỹ,LATIN SMALL LETTER Y WITH TILDE,GF-latin-plus,FALSE,FALSE
zacute,378,ź,LATIN SMALL LETTER Z WITH ACUTE,GF-latin-plus,FALSE,FALSE
zcaron,382,ž,LATIN SMALL LETTER Z WITH CARON,GF-latin-plus,FALSE,FALSE
zdotaccent,380,ż,LATIN SMALL LETTER Z WITH DOT ABOVE,GF-latin-plus,FALSE,FALSE
zdotbelow,7827,ẓ,LATIN SMALL LETTER Z WITH DOT BELOW,GF-latin-pro,FALSE,FALSE
space,32,, SPACE,GF-latin-core,FALSE,FALSE
nbspace,160, ,NO-BREAK SPACE,GF-latin-core,FALSE,FALSE
figurespace,8199, ,FIGURE SPACE,GF-latin-pro,FALSE,FALSE
punctuationspace,8200, ,PUNCTUATION SPACE,GF-latin-pro,FALSE,FALSE
thinspace,8201, ,THIN SPACE,GF-latin-pro,FALSE,FALSE
hairspace,8202, ,HAIR SPACE,GF-latin-pro,FALSE,FALSE
zerowidthspace,8203,​,ZERO WIDTH SPACE,GF-latin-pro,FALSE,FALSE
figuredash,8210,‒,FIGURE DASH,GF-latin-pro,FALSE,FALSE
horizontalbar,8213,―,HORIZONTAL BAR,GF-latin-pro,FALSE,FALSE
fi,64257,ﬁ,LATIN SMALL LIGATURE FI,GF-latin-plus,FALSE,TRUE
fl,64258,ﬂ,LATIN SMALL LIGATURE FL,GF-latin-plus,FALSE,TRUE
f_f,,,,GF-latin-plus,FALSE,TRUE
f_f_i,,,,GF-latin-plus,FALSE,TRUE
f_f_l,,,,GF-latin-plus,FALSE,TRUE
T_h,,,,GF-latin-expert,FALSE,TRUE
c_h,,,,GF-latin-expert,FALSE,TRUE
c_t,,,,GF-latin-expert,FALSE,TRUE
s_t,,,,GF-latin-expert,FALSE,TRUE
NJ,458,Ǌ,LATIN CAPITAL LETTER NJ,GF-latin-plus,FALSE,FALSE
Nj,459,ǋ,LATIN CAPITAL LETTER N WITH SMALL LETTER J,GF-latin-plus,FALSE,FALSE
nj,460,ǌ,LATIN SMALL LETTER NJ,GF-latin-plus,FALSE,FALSE
LJ,455,Ǉ,LATIN CAPITAL LETTER LJ,GF-latin-plus,FALSE,FALSE
Lj,456,ǈ,LATIN CAPITAL LETTER L WITH SMALL LETTER J,GF-latin-plus,FALSE,FALSE
lj,457,ǉ,LATIN SMALL LETTER LJ,GF-latin-plus,FALSE,FALSE
DZcaron,452,Ǆ,LATIN CAPITAL LETTER DZ WITH CARON,GF-latin-plus,FALSE,FALSE
Dzcaron,453,ǅ,LATIN CAPITAL LETTER D WITH SMALL LETTER Z WITH CARON,GF-latin-plus,FALSE,FALSE
dzcaron,454,ǆ,LATIN SMALL LETTER DZ WITH CARON,GF-latin-plus,FALSE,FALSE
zero.lf,,,,GF-latin-plus,FALSE,TRUE
one.lf,,,,GF-latin-plus,FALSE,TRUE
two.lf,,,,GF-latin-plus,FALSE,TRUE
three.lf,,,,GF-latin-plus,FALSE,TRUE
four.lf,,,,GF-latin-plus,FALSE,TRUE
five.lf,,,,GF-latin-plus,FALSE,TRUE
six.lf,,,,GF-latin-plus,FALSE,TRUE
seven.lf,,,,GF-latin-plus,FALSE,TRUE
eight.lf,,,,GF-latin-plus,FALSE,TRUE
nine.lf,,,,GF-latin-plus,FALSE,TRUE
zero.zero,,,,GF-latin-plus,TRUE,TRUE
parenright.case,,,,GF-latin-pro,TRUE,TRUE
hyphen.case,,,,GF-latin-pro,TRUE,TRUE
slash.case,,,,GF-latin-pro,TRUE,TRUE
at.case,,,,GF-latin-pro,TRUE,TRUE
bracketleft.case,,,,GF-latin-pro,TRUE,TRUE
backslash.case,,,,GF-latin-pro,TRUE,TRUE
bracketright.case,,,,GF-latin-pro,TRUE,TRUE
braceleft.case,,,,GF-latin-pro,TRUE,TRUE
braceright.case,,,,GF-latin-pro,TRUE,TRUE
guillemetleft.case,,,,GF-latin-pro,TRUE,TRUE
periodcentered.case,,,,GF-latin-pro,TRUE,TRUE
guillemetright.case,,,,GF-latin-pro,TRUE,TRUE
endash.case,,,,GF-latin-pro,TRUE,TRUE
emdash.case,,,,GF-latin-pro,TRUE,TRUE
bullet.case,,,,GF-latin-pro,TRUE,TRUE
guilsinglleft.case,,,,GF-latin-pro,TRUE,TRUE
guilsinglright.case,,,,GF-latin-pro,TRUE,TRUE
gravecmb.case,,,,GF-latin-plus,TRUE,TRUE
acutecmb.case,,,,GF-latin-plus,TRUE,TRUE
circumflexcmb.case,,,,GF-latin-plus,TRUE,TRUE
tildecmb.case,,,,GF-latin-plus,TRUE,TRUE
macroncmb.case,,,,GF-latin-plus,TRUE,TRUE
brevecmb.case,,,,GF-latin-plus,TRUE,TRUE
dotaccentcmb.case,,,,GF-latin-plus,TRUE,TRUE
dieresiscmb.case,,,,GF-latin-plus,TRUE,TRUE
hookabovecmb.case,,,,GF-latin-plus,TRUE,TRUE
ringcmb.case,,,,GF-latin-plus,TRUE,TRUE
hungarumlautcmb.case,,,,GF-latin-plus,TRUE,TRUE
caroncmb.case,,,,GF-latin-plus,TRUE,TRUE
dblgravecmb.case,,,,GF-latin-plus,TRUE,TRUE
breveinvertedcmb.case,,,,GF-latin-plus,TRUE,TRUE
commaturnedabovecmb.case,,,,GF-latin-plus,TRUE,TRUE
horncmb.case,,,,GF-latin-plus,TRUE,TRUE
dotbelowcmb.case,,,,GF-latin-plus,TRUE,TRUE
dieresisbelowcmb.case,,,,GF-latin-plus,TRUE,TRUE
commaaccentcmb.case,,,,GF-latin-plus,TRUE,TRUE
cedillacmb.case,,,,GF-latin-plus,TRUE,TRUE
ogonekcmb.case,,,,GF-latin-plus,TRUE,TRUE
brevebelowcmb.case,,,,GF-latin-plus,TRUE,TRUE
macronbelowcmb.case,,,,GF-latin-plus,TRUE,TRUE
periodcentered.loclCAT.case,,,,GF-latin-plus,TRUE,TRUE
commaturnedmod,699,ʻ,MODIFIER LETTER TURNED COMMA,GF-latin-pro,FALSE,FALSE
ringhalfrightmod,702,ʾ,MODIFIER LETTER RIGHT HALF RING,GF-latin-pro,FALSE,FALSE
ringhalfleftmod,703,ʿ,MODIFIER LETTER LEFT HALF RING,GF-latin-pro,FALSE,FALSE
verticallinemod,712,ˈ,MODIFIER LETTER VERTICAL LINE,GF-latin-pro,FALSE,FALSE
macronmod,713,ˉ,MODIFIER LETTER MACRON,GF-latin-pro,FALSE,FALSE
acutemod,714,ˊ,MODIFIER LETTER ACUTE ACCENT,GF-latin-pro,FALSE,FALSE
gravemod,715,ˋ,MODIFIER LETTER GRAVE ACCENT,GF-latin-pro,FALSE,FALSE
verticallinelowmod,716,ˌ,MODIFIER LETTER LOW VERTICAL LINE,GF-latin-pro,FALSE,FALSE
arrowleft,8592,←,LEFTWARDS ARROW,GF-latin-expert,FALSE,FALSE
arrowup,8593,↑,UPWARDS ARROW,GF-latin-expert,FALSE,FALSE
arrowright,8594,→,RIGHTWARDS ARROW,GF-latin-expert,FALSE,FALSE
arrowdown,8595,↓,DOWNWARDS ARROW,GF-latin-expert,FALSE,FALSE
squareblack,9632,■,BLACK SQUARE,GF-latin-expert,FALSE,FALSE
squarewhite,9633,□,WHITE SQUARE,GF-latin-expert,FALSE,FALSE
triangleupblack,9650,▲,BLACK UP-POINTING TRIANGLE,GF-latin-expert,FALSE,FALSE
triangleupwhite,9651,△,WHITE UP-POINTING TRIANGLE,GF-latin-expert,FALSE,FALSE
trianglerightblack,9654,▶,BLACK RIGHT-POINTING TRIANGLE,GF-latin-expert,FALSE,FALSE
trianglerightwhite,9655,▷,WHITE RIGHT-POINTING TRIANGLE,GF-latin-expert,FALSE,FALSE
triangledownblack,9660,▼,BLACK DOWN-POINTING TRIANGLE,GF-latin-expert,FALSE,FALSE
triangledownwhite,9661,▽,WHITE DOWN-POINTING TRIANGLE,GF-latin-expert,FALSE,FALSE
triangleleftblack,9664,◀,BLACK LEFT-POINTING TRIANGLE,GF-latin-expert,FALSE,FALSE
triangleleftwhite,9665,◁,WHITE LEFT-POINTING TRIANGLE,GF-latin-expert,FALSE,FALSE
gmtr:diamondblack,9670,◆,BLACK DIAMOND,GF-latin-expert,FALSE,FALSE
gmtr:diamondwhite,9671,◇,WHITE DIAMOND,GF-latin-expert,FALSE,FALSE
NULL,,,,GF-latin-core,FALSE,FALSE
CR,13,, CR,GF-latin-core,FALSE,FALSE
