Glyph Name, Unicode, Character, Description, Glyph Set, Optional
uhoi,7911,ủ,LATIN SMALL LETTER U WITH HOOK ABOVE,GF-latin-plus,0
uhorn,432,ư,LATIN SMALL LETTER U WITH HORN,GF-latin-plus,0
uhornacute,7913,ứ,LATIN SMALL LETTER U WITH HORN AND ACUTE,GF-latin-plus,0
uhorndotbelow,7921,ự,LATIN SMALL LETTER U WITH HORN AND DOT BELOW,GF-latin-plus,0
uhorngrave,7915,ừ,LATIN SMALL LETTER U WITH HORN AND GRAVE,GF-latin-plus,0
uhornhoi,7917,ử,LATIN SMALL LETTER U WITH HORN AND HOOK ABOVE,GF-latin-plus,0
uhorntilde,7919,ữ,LATIN SMALL LETTER U WITH HORN AND TILDE,GF-latin-plus,0
uinvertedbreve,535,ȗ,LATIN SMALL LETTER U WITH INVERTED BREVE,GF-latin-plus,0
umacron,363,ū,LATIN SMALL LETTER U WITH MACRON,GF-latin-plus,0
umacrondieresis,7803,ṻ,LATIN SMALL LETTER U WITH MACRON AND DIAERESIS,GF-latin-pro,0
uogonek,371,ų,LATIN SMALL LETTER U WITH OGONEK,GF-latin-plus,0
uring,367,ů,LATIN SMALL LETTER U WITH RING ABOVE,GF-latin-plus,0
utilde,361,ũ,LATIN SMALL LETTER U WITH TILDE,GF-latin-plus,0
utildeacute,7801,ṹ,LATIN SMALL LETTER U WITH TILDE AND ACUTE,GF-latin-pro,0
wacute,7811,ẃ,LATIN SMALL LETTER W WITH ACUTE,GF-latin-plus,0
wcircumflex,373,ŵ,LATIN SMALL LETTER W WITH CIRCUMFLEX,GF-latin-plus,0
wdieresis,7813,ẅ,LATIN SMALL LETTER W WITH DIAERESIS,GF-latin-plus,0
wgrave,7809,ẁ,LATIN SMALL LETTER W WITH GRAVE,GF-latin-plus,0
yacute,253,ý,LATIN SMALL LETTER Y WITH ACUTE,GF-latin-core,0
ycircumflex,375,ŷ,LATIN SMALL LETTER Y WITH CIRCUMFLEX,GF-latin-plus,0
ydieresis,255,ÿ,LATIN SMALL LETTER Y WITH DIAERESIS,GF-latin-core,0
ydot,7823,ẏ,LATIN SMALL LETTER Y WITH DOT ABOVE,GF-latin-pro,0
ydotbelow,7925,ỵ,LATIN SMALL LETTER Y WITH DOT BELOW,GF-latin-plus,0
ygrave,7923,ỳ,LATIN SMALL LETTER Y WITH GRAVE,GF-latin-plus,0
yhoi,7927,ỷ,LATIN SMALL LETTER Y WITH HOOK ABOVE,GF-latin-plus,0
ymacron,563,ȳ,LATIN SMALL LETTER Y WITH MACRON,GF-latin-plus,0
ytilde,7929,ỹ,LATIN SMALL LETTER Y WITH TILDE,GF-latin-plus,0
zacute,378,ź,LATIN SMALL LETTER Z WITH ACUTE,GF-latin-plus,0
zcaron,382,ž,LATIN SMALL LETTER Z WITH CARON,GF-latin-plus,0
zdotaccent,380,ż,LATIN SMALL LETTER Z WITH DOT ABOVE,GF-latin-plus,0
zdotbelow,7827,ẓ,LATIN SMALL LETTER Z WITH DOT BELOW,GF-latin-pro,0
space,32,, SPACE,GF-latin-core,0
nbspace,160, ,NO-BREAK SPACE,GF-latin-core,0
figurespace,8199, ,FIGURE SPACE,GF-latin-pro,0
punctuationspace,8200, ,PUNCTUATION SPACE,GF-latin-pro,0
thinspace,8201, ,THIN SPACE,GF-latin-pro,0
hairspace,8202, ,HAIR SPACE,GF-latin-pro,0
zerowidthspace,8203,​,ZERO WIDTH SPACE,GF-latin-pro,0
figuredash,8210,‒,FIGURE DASH,GF-latin-pro,0
horizontalbar,8213,―,HORIZONTAL BAR,GF-latin-pro,0
fi,64257,ﬁ,LATIN SMALL LIGATURE FI,GF-latin-plus,0
fl,64258,ﬂ,LATIN SMALL LIGATURE FL,GF-latin-plus,0
f_f,,,,GF-latin-plus,0
f_f_i,,,,GF-latin-plus,0
f_f_l,,,,GF-latin-plus,0
T_h,,,,GF-latin-expert,0
c_h,,,,GF-latin-expert,0
c_t,,,,GF-latin-expert,0
s_t,,,,GF-latin-expert,0
NJ,458,Ǌ,LATIN CAPITAL LETTER NJ,GF-latin-plus,0
Nj,459,ǋ,LATIN CAPITAL LETTER N WITH SMALL LETTER J,GF-latin-plus,0
nj,460,ǌ,LATIN SMALL LETTER NJ,GF-latin-plus,0
LJ,455,Ǉ,LATIN CAPITAL LETTER LJ,GF-latin-plus,0
Lj,456,ǈ,LATIN CAPITAL LETTER L WITH SMALL LETTER J,GF-latin-plus,0
lj,457,ǉ,LATIN SMALL LETTER LJ,GF-latin-plus,0
DZcaron,452,Ǆ,LATIN CAPITAL LETTER DZ WITH CARON,GF-latin-plus,0
Dzcaron,453,ǅ,LATIN CAPITAL LETTER D WITH SMALL LETTER Z WITH CARON,GF-latin-plus,0
dzcaron,454,ǆ,LATIN SMALL LETTER DZ WITH CARON,GF-latin-plus,0
zero.lf,,,,GF-latin-plus,0
one.lf,,,,GF-latin-plus,0
two.lf,,,,GF-latin-plus,0
three.lf,,,,GF-latin-plus,0
four.lf,,,,GF-latin-plus,0
five.lf,,,,GF-latin-plus,0
six.lf,,,,GF-latin-plus,0
seven.lf,,,,GF-latin-plus,0
eight.lf,,,,GF-latin-plus,0
nine.lf,,,,GF-latin-plus,0
zero.zero,,,,GF-latin-plus,1
parenright.case,,,,GF-latin-pro,1
hyphen.case,,,,GF-latin-pro,1
slash.case,,,,GF-latin-pro,1
at.case,,,,GF-latin-pro,1
bracketleft.case,,,,GF-latin-pro,1
backslash.case,,,,GF-latin-pro,1
bracketright.case,,,,GF-latin-pro,1
braceleft.case,,,,GF-latin-pro,1
braceright.case,,,,GF-latin-pro,1
guillemetleft.case,,,,GF-latin-pro,1
periodcentered.case,,,,GF-latin-pro,1
guillemetright.case,,,,GF-latin-pro,1
endash.case,,,,GF-latin-pro,1
emdash.case,,,,GF-latin-pro,1
bullet.case,,,,GF-latin-pro,1
guilsinglleft.case,,,,GF-latin-pro,1
guilsinglright.case,,,,GF-latin-pro,1
gravecomb.case,,,,GF-latin-plus,1
acutecomb.case,,,,GF-latin-plus,1
circumflexcomb.case,,,,GF-latin-plus,1
tildecomb.case,,,,GF-latin-plus,1
macroncomb.case,,,,GF-latin-plus,1
brevecomb.case,,,,GF-latin-plus,1
dotaccentcomb.case,,,,GF-latin-plus,1
dieresiscomb.case,,,,GF-latin-plus,1
hookabovecomb.case,,,,GF-latin-plus,1
ringcomb.case,,,,GF-latin-plus,1
hungarumlautcomb.case,,,,GF-latin-plus,1
caroncomb.case,,,,GF-latin-plus,1
dblgravecomb.case,,,,GF-latin-plus,1
breveinvertedcomb.case,,,,GF-latin-plus,1
commaturnedabovecomb.case,,,,GF-latin-plus,1
horncomb.case,,,,GF-latin-plus,1
dotbelowcomb.case,,,,GF-latin-plus,1
dieresisbelowcomb.case,,,,GF-latin-plus,1
commaaccentcomb.case,,,,GF-latin-plus,1
cedillacomb.case,,,,GF-latin-plus,1
ogonekcomb.case,,,,GF-latin-plus,1
brevebelowcomb.case,,,,GF-latin-plus,1
macronbelowcomb.case,,,,GF-latin-plus,1
periodcentered.loclCAT.case,,,,GF-latin-plus,1
commaturnedmod,699,ʻ,MODIFIER LETTER TURNED COMMA,GF-latin-pro,0
ringhalfrightmod,702,ʾ,MODIFIER LETTER RIGHT HALF RING,GF-latin-pro,0
ringhalfleftmod,703,ʿ,MODIFIER LETTER LEFT HALF RING,GF-latin-pro,0
verticallinemod,712,ˈ,MODIFIER LETTER VERTICAL LINE,GF-latin-pro,0
macronmod,713,ˉ,MODIFIER LETTER MACRON,GF-latin-pro,0
acutemod,714,ˊ,MODIFIER LETTER ACUTE ACCENT,GF-latin-pro,0
gravemod,715,ˋ,MODIFIER LETTER GRAVE ACCENT,GF-latin-pro,0
verticallinelowmod,716,ˌ,MODIFIER LETTER LOW VERTICAL LINE,GF-latin-pro,0
arrowleft,8592,←,LEFTWARDS ARROW,GF-latin-expert,0
arrowup,8593,↑,UPWARDS ARROW,GF-latin-expert,0
arrowright,8594,→,RIGHTWARDS ARROW,GF-latin-expert,0
arrowdown,8595,↓,DOWNWARDS ARROW,GF-latin-expert,0
squareblack,9632,■,BLACK SQUARE,GF-latin-expert,0
squarewhite,9633,□,WHITE SQUARE,GF-latin-expert,0
triangleupblack,9650,▲,BLACK UP-POINTING TRIANGLE,GF-latin-expert,0
triangleupwhite,9651,△,WHITE UP-POINTING TRIANGLE,GF-latin-expert,0
trianglerightblack,9654,▶,BLACK RIGHT-POINTING TRIANGLE,GF-latin-expert,0
trianglerightwhite,9655,▷,WHITE RIGHT-POINTING TRIANGLE,GF-latin-expert,0
triangledownblack,9660,▼,BLACK DOWN-POINTING TRIANGLE,GF-latin-expert,0
triangledownwhite,9661,▽,WHITE DOWN-POINTING TRIANGLE,GF-latin-expert,0
triangleleftblack,9664,◀,BLACK LEFT-POINTING TRIANGLE,GF-latin-expert,0
triangleleftwhite,9665,◁,WHITE LEFT-POINTING TRIANGLE,GF-latin-expert,0
gmtr:diamondblack,9670,◆,BLACK DIAMOND,GF-latin-expert,0
gmtr:diamondwhite,9671,◇,WHITE DIAMOND,GF-latin-expert,0
NULL,,,,GF-latin-core,0
,13,, CR,GF-latin-core,0
